vehicle_id;timestamp;latitude;longitude;vitesse;direction;direction_cardinal
close_100m;2008-02-04 20:26:27;39.94010915012159;116.3566189232951;6.0665;269.89;W
close_100m;2008-02-04 20:26:28;39.94010914108662;116.3565810033155;11.6383;269.98;W
close_100m;2008-02-04 20:26:29;39.94010922752255;116.356527782786;16.3344;270.12;W
close_100m;2008-02-04 20:26:30;39.94010947866568;116.3564627453579;19.9614;270.29;W
close_100m;2008-02-04 20:26:31;39.94010993417196;116.3563893560013;22.5252;270.46;W
close_100m;2008-02-04 20:26:32;39.9401105988785;116.3563105666164;24.1833;270.63;W
close_100m;2008-02-04 20:26:33;39.94011145281458;116.3562285774503;25.1662;270.78;W
close_100m;2008-02-04 20:26:34;39.94011246621236;116.3561448401315;25.7037;270.90;W
close_100m;2008-02-04 20:26:35;39.9401136106138;116.3560602095118;25.9787;271.01;W
close_100m;2008-02-04 20:26:36;39.94011486351661;116.3559751385208;26.1146;271.10;W
close_100m;2008-02-04 20:26:37;39.9401162080017;116.3558898446901;26.1837;271.18;W
close_100m;2008-02-04 20:26:38;39.94011763229182;116.3558044246742;26.2231;271.25;W
close_100m;2008-02-04 20:26:39;39.94011913141384;116.355718917841;26.2504;271.31;W
close_100m;2008-02-04 20:26:40;39.94012071233603;116.3556333431921;26.2720;271.38;W
close_100m;2008-02-04 20:26:41;39.94012240132016;116.3555477223771;26.2872;271.47;W
close_100m;2008-02-04 20:26:42;39.94012425012747;116.3554620992126;26.2897;271.61;W
close_100m;2008-02-04 20:26:43;39.94012633581277;116.3553765760096;26.2619;271.82;W
close_100m;2008-02-04 20:26:44;39.94012874634809;116.3552913642542;26.1708;272.11;W
close_100m;2008-02-04 20:26:45;39.94013154944896;116.3552068489864;25.9635;272.48;W
close_100m;2008-02-04 20:26:46;39.94013475085438;116.3551236437867;25.5693;272.87;W
close_100m;2008-02-04 20:26:47;39.9401382601358;116.3550425962098;24.9146;273.23;W
close_100m;2008-02-04 20:26:48;39.94014188591985;116.3549647026772;23.9509;273.47;W
close_100m;2008-02-04 20:26:49;39.94014537162352;116.3548909233292;22.6871;273.53;W
close_100m;2008-02-04 20:26:50;39.94014846098781;116.3548219437941;21.2071;273.34;W
close_100m;2008-02-04 20:26:51;39.94015096474678;116.3547579782695;19.6577;272.92;W
close_100m;2008-02-04 20:26:52;39.94015279925669;116.3546987059572;18.2065;272.31;W
close_100m;2008-02-04 20:26:53;39.94015398515222;116.3546433731046;16.9893;271.60;W
close_100m;2008-02-04 20:26:54;39.94015461499433;116.3545910088546;16.0735;270.90;W
close_100m;2008-02-04 20:26:55;39.94015481032292;116.3545406553757;15.4546;270.29;W
close_100m;2008-02-04 20:26:56;39.94015468584149;116.3544915243309;15.0793;269.81;W
close_100m;2008-02-04 20:26:57;39.94015432846593;116.3544430461702;14.8795;269.45;W
close_100m;2008-02-04 20:26:58;39.94015379003666;116.3543948335656;14.7989;269.17;W
close_100m;2008-02-04 20:26:59;39.94015308890397;116.3543466071737;14.8042;268.91;W
close_100m;2008-02-04 20:27:00;39.94015221636712;116.3542981294318;14.8828;268.66;W
close_100m;2008-02-04 20:27:01;39.94015114623456;116.3542491738933;15.0314;268.37;W
close_100m;2008-02-04 20:27:02;39.94014984722637;116.3541995357606;15.2437;268.05;W
close_100m;2008-02-04 20:27:03;39.94014829572556;116.3541490698128;15.5013;267.70;W
close_100m;2008-02-04 20:27:04;39.94014648598423;116.3540977297836;15.7738;267.37;W
close_100m;2008-02-04 20:27:05;39.94014443449853;116.354045585178;16.0252;267.06;W
close_100m;2008-02-04 20:27:06;39.94014217664527;116.3539928014326;16.2255;266.81;W
close_100m;2008-02-04 20:27:07;39.94013975786605;116.3539395944098;16.3588;266.61;W
close_100m;2008-02-04 20:27:08;39.9401372237292;116.3538861782617;16.4257;266.46;W
close_100m;2008-02-04 20:27:09;39.94013461292038;116.3538327274616;16.4382;266.35;W
close_100m;2008-02-04 20:27:10;39.94013195519542;116.3537793604009;16.4138;266.28;W
close_100m;2008-02-04 20:27:11;39.94012927409144;116.3537261381582;16.3701;266.24;W
close_100m;2008-02-04 20:27:12;39.94012659288103;116.3536730711027;16.3225;266.23;W
close_100m;2008-02-04 20:27:13;39.94012394241567;116.3536201246812;16.2848;266.26;W
close_100m;2008-02-04 20:27:14;39.94012136897346;116.3535672264939;16.2680;266.37;W
close_100m;2008-02-04 20:27:15;39.94011893963977;116.3535142860039;16.2774;266.57;W
close_100m;2008-02-04 20:27:16;39.94011674219299;116.3534612412241;16.3041;266.91;W
close_100m;2008-02-04 20:27:17;39.94011487740075;116.3534081355084;16.3162;267.38;W
close_100m;2008-02-04 20:27:18;39.94011344434778;116.353355200699;16.2568;267.98;W
close_100m;2008-02-04 20:27:19;39.94011252304946;116.3533028976117;16.0570;268.68;W
close_100m;2008-02-04 20:27:20;39.94011215992245;116.3532518632308;15.6640;269.47;W
close_100m;2008-02-04 20:27:21;39.9401123604988;116.3532027566619;15.0719;270.31;W
close_100m;2008-02-04 20:27:22;39.94011309049114;116.3531560596235;14.3351;271.17;W
close_100m;2008-02-04 20:27:23;39.94011428360694;116.3531119260615;13.5538;272.02;W
close_100m;2008-02-04 20:27:24;39.94011585349151;116.3530701536847;12.8361;272.81;W
close_100m;2008-02-04 20:27:25;39.9401177071997;116.3530302808094;12.2602;273.47;W
close_100m;2008-02-04 20:27:26;39.94011976379377;116.352991746462;11.8555;273.98;W
close_100m;2008-02-04 20:27:27;39.94012194348033;116.3529540349881;11.6072;274.31;W
close_100m;2008-02-04 20:27:28;39.94012418727569;116.3529167552498;11.4770;274.49;W
close_100m;2008-02-04 20:27:29;39.94012646820683;116.3528796528468;11.4239;274.58;W
